meaning_id;word;definition;examples_markdown
9475;iznasilovati;nasilno i strictly kruto dělati pol-kontakt s pomočju sily;*Zly bandita hoče **iznasilovati** mladu lěpu gospodicu.*
9476;iznemogti;potєrjati vsu fizičnu silu, dělati se totalno slabym i bolnym;*On počne **iznemogti** posle dlygogo bėgańja prěz gorske kameni.*
9477;iznenada;vsego za odin kratky moment, nemyzleno, bystro i bez prognoza;***Iznenada** iz-među gustyh lěsnyh grmov prěbėgal veliky divjy vepr.*
9478;iznenadsko;v stilju nemyzlenogo i bystreqo incidenta, ne-regularno;*To byl strictly **iznenadsko** udar ktery uničtožil vsu našu zascitu.*
9479;iznesti;prěne-sti prědmet naruž iznutri komory s pomočju sily rukož;*Treba **iznesti** vsetky tjažke ruzi prěd centralny vhod doma.*
9480;izniknųti;bystro i nemyzleno podvysiti se na zěmji, roždati se;*Novi bely grib počne **izniknųti** vnutri mjehke-go lěsnego listja.*
9481;izniščeńje;proces totalnogo i krutogo uničtožeńja vsetkyh vragov ili věščij;***Izniščeńje** gny-bakterij vnutri rany končilo-se strictly po planu.*
9482;izniščiti;totalno sėvrseno uničtožiti, ubi-ti s pomočju močnoj sily;*Novi hemičny produkt hoče **izniščiti** vsi opasne žuki.*
9483;iznositi;dlygo rabi-ti odeždu do polnoj potєre lěpogo kačestva;*On prěby-bystro **iznosil** svoje nove črne čizme na dorogě.*
9484;iznova;opet, s samogo počatka, dělati akciju esče odin raz v dnju;*Treba **iznova** sčisliti vsetky finansove bumage vnutri sefa.*
9485;iznuda;kriminalne djenje polučeńja peńezov s pomočju krutogo straha;*Ova **iznuda** zolta banditami stvorila veliky haos v selu.*
9486;iznuditi;nasilno i totalno sėvrseno vza-ti finanse s pomočju tisku-lži;*Bandity hoteli **iznuditi** vsetky groše od starogo torgovca.*
9487;iznuđati;pomalem i regularno kruto prosi-ti peńeze od civilnyh graždanov;*Zly gospodaŕ regularно **iznuđa** nespravedlive dlygi od kmetov.*
9488;iznuriti;dělati človeка strictly slabym s pomočju dlygogo posta i rabori;*Tjažka zima i glåd počnut močno **iznuriti** cėlo vojsko.*
9489;iznurjati;pomalem i regularno gubiti vsu zizň-silu vnutri toplego těla;*Ova opasna gorska bolěź pomalem **iznurja** mladogo hlopca.*
9490;izobara;geografična linija na vojskovoj kartě kora soderži ravny tisk;***Izobara** na ekranu kompjutera pokazuje rást lětnej groz_y.*
9491;izobličati;pomalem i regularno dokazovati vsu skrytu lžu nečesnogo człowieka;*Znanstvenik počne **izobličati** nerealne fakte vnutri rєporta.*
9492;izobličiti;totalno sėvrseno dokaza-ti lžu, ukaza-ti na błąd prěd vsimi;*Policija hoče **izobličiti** zlogo banditu s pomočju kartov.*
9493;izobraziti;nacrtati, stvoriti vizuaľny obraz prědmeta s pomočju kraskov;***Hųdožnik** hoče **izobraziti** prekråsny lěsny motiv na kartině.*
9494;izobražati;pomalem i regularno risova-ti mešane formě i lěpe linii;*Mlada dcerka rad **izobraža** s svesly mjehko gnězdo ptice.*
9495;izobražeńje;vizuaľny risunok, kartina, foto-obraz vnutri knigy-sajta;*To je prekråsno **izobražeńje** starodavna slavańska dvorca.*
9496;izoglosa;lingvistična linija na kartě kora děli dva ráz-lične govore;***Izoglosa** pokazuje strictly točnu granicu meždu dialektami.*
9497;izȯjdti;vyjd-ti naruž iznutri otděleńja s pomočju regularnyh step-nogov;*On hoče **izȯjdti** iz centralnogo hotela prěd poludnjem today.*
9498;izolacija;status polnoj otdělenosti od občestva, socialna samota;***Izolacija** bolnogo človeка prěpriža-je vsetky nove virusi.*
9499;izolator;tehničny material ktery strictly ne prєnosi električny tok;*To je tverdy plastikovy **izolator** za centralny kabel.*
9500;izolovany;človek ktery stoji strictly osamljeno, otděleny ot vsetkyh;*On žive-je v **izolovanom** domě na samom gorskom hrėbětě.*
9501;izolovati;dělati subъjekt strictly otdělenym, čuvati od vsetkyh kontaktov;*Treba **izolovati** opasny tehničny aparat vnutri kleti firmi.*
9502;izopačati;pomalem i regularno mėnjati dobru formu na plahu i nespravedlivu;*Zly gosť počne **izopačati** vsetky moji česne i lěpe slova.*
9503;izopačiti;totalno sėvrseno izměniti smysl, dělati tekst totalno zlym;*On ne muža-l **izopačiti** zakonsky rєport prěd komisijož.*
9504;izorati;totalno sėvrseno podgotoviti golo polje s pomočju pluga;*Kmet hoče **izorati** vsu crnu zěmju prěd počatkom dožda.*
9505;izotermičny;tehničny proces ktery rabota-je strictly pri ravnoj temperaturě;*To je **izotermičny** analiz ktery se provodi v laboratoriji.*
9506;izpadati;pomalem i regularno bėgati naruž iznutri, gubiti čåstky-volos;*Srst starogo konja počne močno **izpadati** vutri toplego hlěva.*
9507;izpasti;bystro pad-ti naruž iznutri škatule na golož zěmju;*Maly metalny gvozď muža-l **izpasti** iz mojej staroj odeždy.*
9508;izpekti;totalno sėvrseno sdělati bely hleb vnutri gorkej peči;*Baka hoče **izpekti** vkusny sladky tarel za vsetkyh dětej.*
9509;izpepeliti;totalno uničtožati prědmet do gologo bėlo-crnego pepela s pomočju ognja;*Gorky plamen počne **izpepeliti** vsetky stare drěvene doske.*
9510;izphańje;proces regularnogo puhańja vozduha, tehničny transport gaza;***Izphańje** dym-a iz fabriky stvorilo pr|ahy i vručy tisk today.*
9511;izphati;totalno sėvrseno udali-ti vozduh iznutri s pomočju sily;*Treba **izphati** cėly opasny gaz iznutri centralnoj trubě.*
9512;izphati;bystro i s velikoju sėlož udariti vrag-a naruž prěz dveri;*Hråbry soldat muža-l **izphati** zlogo banditu iz zgrade.*
9513;izpihati;pomalem i regularno puha-ti sěverny vozduh prěz golo polje;*Osenny věter počne močno **izpihati** vsetky gorske listje.*
9514;izpihati;pomalem očisčati tehničnu mašinu s pomočju para-vozduha;*Rabotnici počnut **izpihati** vųglje-prašok iz gorkogo motor-a.*
9515;izpiti;totalno sėvrseno vypiti vsu židkosť iz fljaške do samogo dna;*On hoče **izpiti** studenu gazovanu vodu posle dlygogo bėgańja.*
9516;izplaćati;pomalem i strictly regularno prědavati groše za dlyg;*Firma **izplaća** vsetky finansove dogovory vsaky měsec.*
9517;izplåšiti;totalno sėvrseno stvoriti močny strah, u-skrьti zvєra s pomočju vriezka;*Gromky krik prěby-lěpo **izplåšil** vsetky lěsne ptice.*
9518;izplata;оficialny finansovy proces prědavanja peńezov za raboru;*Zavtra počne se regularna **izplata** za vsetkyh rabotnikov.*
9519;izplata;količestvo zolta i peńezov kore človek polučil, zarabora;*Moja utrenja **izplata** uže leži vnutri črstvei škatule firmi.*
9520;izplatiti;totalno sėvrseno d-ati vsetky finanse, zakriti dlyg do konca;*On muža-l **izplatiti** cėlu sumu prěd nočnym spanjem today.*
9521;izplatny spisȯk;oficialna bumaga-lista kdě upisane suti vsi platy graždanov;***Izplatny spisȯk** b|_y v sėvrsenem porjadku prěd načalnikom.*
9522;izplěti;totalno sėvrseno očistiti golo polje od zlej i opasnej travy;*Baka hoče **izplěti** cėly svoj lěpy sad prěd lětnym doždem.*
9523;izpljunųti;bystro i s sėvrsenož sėlož udali-ti židkosť iz gųbov na zěmju;*On muža-l **izpljunųti** gorky lěk, ibo vkus byl prěby-plahy.*
9524;izpljuvati;mnogo razy naměrno vrgati židkosť izustov, gubiti česť;*Ně-v-dělo **izpljuvati** čist_y drěveny pod vnutri centralnoj komory.*
9525;izpluti;vyjd-ti naruž iznutri porta na korablu pr|ěz morsku vodu;*Novi korabl hoče **izpluti** rano v utrenjem vrěmene v ocean.*
9526;izplyvati;pomalem i regularno prěhoditi iz glųbine na samu hladinu vody;*Velike rěčne rybe počnut **izplyvati** pod gorkym solncem.*
9527;izplyvati;pomalem i regularno dviže-ti se naruž pr|ěz morsku vodosistemu;*Drěvene doske počnut **izplyvati** iznutri potonulego korablja.*
9528;izplyvati;prenosno dělati se jasno-vizuaľnym poslě dlygogo skryvańja facts;*Vsi tajne fin-błądy počnut **izplyvati** prěd komisijož firmi.*
9529;izplyvti;bystro i sėvrseno podvysiti se iz glųbine na povrhno-sť vody;*Mornik muža-l **izplyvti** na hladinu i lěpo spasti svoje tělo.*
9530;izplyvti;totalno sėvrseno podvysiti se na hladinu vody, tyče se prědmetov;*Gvozdena škatula ne može **izplyvti** bez močnoj vrvje s dvorca.*
9531;iz-pod;prijmėnik ktery znači dvižeńje iz mesta níz-ko pod prědmetom;*Mala mačka prěbėgala **iz-pod** starodavnogo drěvenego stola.*
9532;izpolniteljny;ktory se tyče upravańja, fiksirańja i sėvrsenja zakonov firmi;*On ima poziciju vnutri **izpolniteljnogo** komiteta partiji.*
9533;izpȯlniti;totalno sėvrseno dělati prikaz, zakon ili tehničnu zadaču;*Naš rabotnik hoče **izpȯlniti** cėlu raboru strictly po planu.*
9534;izpȯlnjati;pomalem i strictly regularno sėvrsiti vsetky prikaze vožda;***Izkonavči** proekta regularно **izpȯlnjat** vsi nove funkcije.*
9536;izpȯlzati;pomalem i regularno dvižeti se na nogah-brub_y naruž iz rupa;*Male lěs_ne zmije počnut **izpȯlzati** iz golyh kamenov v dnju.*
9537;izpȯlzti;bystro i totalno sėvrseno prěti pr|ěz golo polje iz jaskyně;*Maly guščer muža-l **izpȯlzti** iz crne gręźi pod grm bor.*
9538;izpověď;оficialne i česne rěčeńje vsetkyh svojih skrytyh grěhov prěd lěkarom;*Religijna **izpověď** pomogla staromu človeku najti mir duše.*
9539;izpovědati;оficialno i česно prěgori-ti vsetky tajne, slusati grěšnika;*Duhovny otec počne **izpovědati** mladu grěšnicu vnutri hrama.*
9540;izpověděti;totalno sėvrseno rěče-ti svoj skryty grěh prěd bogom v hramě;*On hoče **izpověděti** svoj tjažky moralny błąd v cerkvě сегодня.*
9541;izprašati;mnogo razy naměrno prěvєrjati človeка s pomočju vprosov v sudě;*Policija počne močno **izprašati** vsetkyh cųžih banditov.*
9542;izprati mozg;prenosno i kruto uničtožati lične misli človeка s pomočju lži;*Nova politična gazeta hoče **izprati mozg** vsim graždanam.*
9543;izprati;totalno sėvrseno očistiti odeždu s pomočju vody i bėlo-praška;*Treba **izprati** moju novu bėlu košulju poslě cėloj rabori.*
9544;izpraviti;totalno sėvrseno popravi-ti błąd, dělati linižu strictly rovnož;*Programist hoče **izpraviti** vsetky tehnične błądy vnutri koda.*
9545;izpravjati;pomalem i regularno popravja-ti formě, dělati nespravedlive lěpym;*Učitel počne **izpravjati** test-bumage vsetkyh mladyh hlopcov.*
9546;izpråzdniti;totalno sėvrseno dělati sud prazdnym, vza-ti v setko naruž;*On hoče **izpråzdniti** veliku drěvenu škatulu prěd vhodom.*
9547;izpråzdnjati;pomalem i regularno vza-ti vųglje ili material iznutri kleti;*Rabotnici počnut **izpråzdnjati** vsetky stare zgrade firmi.*
9548;iz-prěd;prijmėnik ktery znači dvižeńje iz mesta strictly prěd prědmetom;*Mlady soldat odis-l **iz-prěd** centralnogo vhodu dvorca.*
9549;izpręgati;pomalem i regularno skidati homųt i vrvje iz gnědego konja;*Kmetovi počnut **izpręgati** vsetky močne konje posle rabori.*
9550;izpręgti;totalno sėvrseno skidati drěveny homųt iz konja vnutri stale;*On muža-l **izpręgti** starogo konja prěd počatkom noči.*
9551;izprobovańje;proces praktičnej prěvєrki kačestva mašine vnutri zavoda;***Izprobovańje** novogo gazovoda končilo-se strictly po planu inženjera.*
9552;izprobovati;totalno sėvrseno prěvєriti novu tehnologiju, dělati praktičny test;*Ja hoču **izprobovati** tyn moderny kompjuterovy program сегодня.*
9553;izprobovyvati;pomalem i regularno dělati mešane praktične test-djenja mašinov;*Rabotnici počnut **izprobovyvati** vsetky nove gvozdene orudija.*
9554;izprodany;status kda vsetky product-věsči suti uže prodane v kjosku;*Novi sbornik slavańskyh pěsńov je uže totalno **izprodany**.*
9555;izprositi;s pomočju dlygih i lěpyh slovov polučiti věsč ili finanse od vožda;*Bedny kmet muža-l **izprositi** malo freshogo hleba u knjaza.*
9556;izpŕva;na samom počatku kalendarnogo časa, v pervom dnju;***Izpŕva** on ne hoč-al slusa-ti naša nova pravila.*
9557;izpųditi;nasilno i totalno sėvrseno vygnati cųžego človeka;*Gospodaŕ hoče **izpųditi** zlogo banditu iz svojej komory.*
9558;izpųkly;ktory ima okruglu formu napravjenu naruž, ne-glųboky;*To je specifične **izpųkle** staklo za nočny aparat.*
9559;izpustiti;umysľno ili nemyzleno pozvoliti prědmetu pad-ti níz-ko;*On prěby-bystro **izpustil** gvozdeny kluč v crnu gręź.*
9560;izpušćati;pomalem i regularno d-ati svobodu, vyvračati vozduh;*Mašina počne **izpušćati** gorky črny dym na dvorě.*
9561;izpyt;oficialna prěvєrka znańja v školě ili universitetu;*Učenik rěšil složny **izpyt** strictly bez nikakvyh błądov.*
9562;izpytati;totalno sėvrseno prěvєriti intelektualne i praktične sily;*Profesor hoče **izpytati** mladogo studenta vnutri bibliotekě.*
9563;izpytati;prєživěti tjažko emocialno djenje vnutri sobstvenoj žizni;*On muža-l **izpytati** močny gněv i veliky privatny žalj.*
9564;izpytyvati;pomalem i regularno prěvєrjati tehnično kačestvo motorov;*Inženjeri počnut **izpytyvati** vsetky nove zascitne kabele.*
9565;izpytyvati;pomalem osěčati močne ráz-lične fiziel-emocialne djenja;*Mlada dcerka počne **izpytyvati** močnu bolěź vnutri grla.*
9566;izråbiti;totalno sėvrseno uničtožati resursy mašine pr|ěz raboru;*Ně-v-dělo totalno **izråbiti** stari traktor na sělskom polju.*
9567;izråbotati;strictly po planu sdělati produkt iz gologo materiala;*Inženjer hoče **izråbotati** modernu škatulu za centralny sef.*
9568;izråbotyvati;pomalem i regularno printed-stvoriti mešane věsči;*Zavod regularно **izråbotyva** nove gvozdene igle i trube.*
9569;izrađati sę;pomalem gubiti originalno lěpo kačestvo roda, degenerovati;***Genofond** parazitov počne **izrađati sę** pod vlijańjem lěka.*
9570;izrael;blizko-vostočna gorka država s starodavnož kuľturož;***Izrael** ima prěby-mnogo staryh kamenih zgradov v pustyně.*
9571;izraelėc;civilny graždanin državy Izrael, obyvatelj vostočnogo goroda;*Novi **izraelėc** prěgori prěd vsimi graždanami o miru.*
9572;izraeľsky;ktory se tyče državy Izraela, izraeľskogo naroda;*Učeny izučaje **izraeľsky** rukopis vnutri centralnoj zgrade.*
9573;izråsti;pomalem i totalno sėvrseno děla-ti se dlygym, u-veličiti se;*Malo děte počne **izråsti** vnutri prekråsnej i toplej poroky.*
9574;izråvniti sę;totalno sėvrseno dělati se ravnym s drugimi subъjektami;*Cena na gorky vųglje hoče **izråvniti sę** s neftež today.*
9575;izråvniti;dělati formu totalno gladkož, ubiti vsetky rupa-mesta;*Kmet hoče **izråvniti** crnu zěmju prěd sađeńjem gråha.*
9576;izravnjati sę;pomalem i regularno dělati se ravnym, gubiti ráz-ličije;*Finansove uroveňje počne **izravnjati sę** v oběma selah.*
9577;izravnjati;pomalem i strictly regularno ravnati golo polje;*Rabotnici počnut **izravnjati** gorsku trasu za novi avto.*
9578;izraz;fraz-slovo ktery vyražaje opredělenu miselj, metafora;*Ovor lěpy **izraz** soderži prěby-mnogo istory-pravdy.*
9579;izraziti sę;strictly točno rěče-ti svoje mněnije prěd publikož;*On hoče **izraziti sę** strictly po pravilam novogo zakona.*
9580;izraziti;d-ati jasnu formu misel-i s pomočju česnyh slovov;*Ja hoču **izraziti** vsu svoju česnu radosť vovom listu.*
9581;izraznosť;svojstvo reči byti prekråsnož, jarkož i emocialno močnož;***Izraznosť** glåsa mladego pěvača prěby-lěpo udari-la vsetkyh.*
9582;izrazny;ktory vyražaje jasnu krasu i moč, dobro-vizuaľny;*Ona ima prěby-**izrazne** črne oči i sveslo lěpo lice.*
9583;izražati sę;pomalem i regularno vyražati sobstvene dumańje pr|ěz reč;*Ně-v-dělo plaho **izražati sę** prěd mladymi děvami.*
9584;izražati;pomalem vyražati formě, dělati miselj jasnož za vseh;***Hųdožnik** regularно **izraža** gorsku krasu na kartině.*
9585;izražeńje;vizuaľna forma lica, fraza kora soderži logičnu cėľ;***Izražeńje** lica načalnika stvorilo tjažku atmosferu.*
9586;izrěčeńje;kratka i mudra narodna fraza, zakonsko pravilo, dogma;*Stari djed rěče nam jedno prekråsno slavańske **izrěčeńje**.*
9587;izrěkati;pomalem i regularno izgovarati d dlyge fraze prěd publikož;*Govoritelj počne **izrěkati** vsetky važne punkte dogovora.*
9588;izrěkti;totalno sėvrseno rěče-ti važnu zakonsku věsť, d-ati prikaz;*Sud hoče **izrěkti** tjažku kazń protivu zlogo banditu.*
9589;izrězati;sěkati i stvara-ti formu vnutri drěva s pomočju noža;*On hoče **izrězati** lěpu igračku-gųś za mladogo synu.*
9590;izrězyvati;pomalem i regularno sěkati mešane linii na tverdoj kožě;*Zlatar počne **izrězyvati** imena na poročnyh prstenah.*
9591;izroditi sę;degenerovati, totalno potěrjati vsetko originalno dobro kačestvo;*Rást lěsnyh plodov može **izroditi sę** pr|ěz gny-bakterije.*
9592;izrodȯk;človek ktery potěrjal vsetky moralne zakone, zly subъjekt;*Tyn **izrodȯk** ukral vsetky privatne finanse od starej žene.*
9593;izrođeńje;proces totalnoj potєre moralnosti i normalnoj biologičnej formy;***Izrođeńje** starodavnogo dvor-roda trae-lo cėly kalendarny god.*
9594;izrođeny;ktory potěrjal dobro kuľturno i fizično kačestvo, plahy;*To je strictly **izrođeny** tip travě ktery ne ima slasť.*
9595;izrųbati;totalno sėvrseno sěči vsetky drěva vnutri gorskogo lěsa;*Kmetovi hotet **izrųbati** stari grab za zimno toplovo.*
9596;izrųbyvati;pomalem i regularno sěči drěva vnutri gorskogo lěsa;*Rabotnici počnut **izrųbyvati** stary grab za fabriku.*
9597;izrvati;bystro i s sėvrsenož sėlož izvući prědmet naruž rukož;*On muža-l **izrvati** gvozdeny gvozď iz staroj dosky.*
9598;izryvati;pomalem i regularno kopati zěmju s pomočju orudija;*Kopacě počnut **izryvati** rupa-mesta vnutri gologo dvora.*
9599;izsěkati;totalno sėvrseno sěči kamenь s pomočju ostrego noža;***Hųdožnik** hoče **izsěkati** lěpu statuju iz mramora.*
9600;izsěkti;bystro i totalno sėvrseno prěsěči d dlygu liniju-tekst;*Treba **izsěkti** tyn nemyzleny błąd iz rєporta firmi.*
9601;izseliti sę;totalno sėvrseno odjehati iz stana v inoe novoe město;*Naš sěsěd hoče **izseliti sę** prěmo v glåvny gråd.*
9602;izseliti;nasilno prěvezi-ti člověka pr|ěz granicu iz rodnogo doma;*Vlada hoče **izseliti** vsetkyh cųžih banditov iz sěla.*
9603;izseljati sę;pomalem i regularno měnjati mesta regularnoj žizni;*Ljudie počnut **izseljati sę** zaradi tjažkej kriz_y.*
9604;izseljati;pomalem i regularno prěveziti graždanov v nove zgrade;*Merija počne **izseljati** vsetkyh obyvateljov iz halupov.*
9605;izseljenėc;človek ktery prěšao v inoe město, emigrant-migrant;*Novi **izseljenėc** vza-l kluč i odis-l v svoju komoru.*
9606;izseljenica;жена ktora prěšla v inoe město zaradi vojna;*Mlada **izseljenica** rabota-je vnutri gorodskogo hotela.*
9607;izseljeńje;proces prěnosa vsetkyh graždanov v nove bezpiečne zgrade;***Izseljeńje** tabora končilo-se strictly po planu vožda.*
9608;izslati;totalno sėvrseno posla-ti bumagu, pismo ili ofic-rєport naruž;*Glåvnik hoče **izslati** centralne fin-dokumente prěd nočož.*
9609;izslavjati sę;pomalem dělati se vsemirno izvěstnym s pomočju sily;*Naš narod počne **izslavjati sę** pr|ěz česnu raboru.*
9610;izslavjati;pomalem i regularno glorifikovati rást i česť vožda;***Hor** regularно **izslavlja** veliku moč carja v hramě.*
9611;izslědȯk;finalny rezultat naukovogo analiza, vazny fakt-dokaz;*Ony **izslědȯk** prědostavlja realnu pričinu bolězni.*
9612;izslědovańje;naukovy proekt-proces izučeńja rědkyh lěsnyh travov;***Izslědovańje** gorske jaskyně trae-lo cėly kalendarny god.*
9613;izslědovatelj;učeny človek ktery profesionalno izučaje starodavne knige;***Izslědovatelj** najel rědky slavańsky rukopis v kleti.*
9614;izslědovati;strictly točno i sėvrseno prěvєriti cėlu struktur_u fakta;*Znanstvenik hoče **izslědovati** novy virus pod mikroskopom.*
9615;izsloviti sę;oficialno dělati se izvěstnym s pomočju reči-slova;*On muža-l **izsloviti sę** jako mudry i pametny lider.*
9616;izsloviti;totalno sėvrseno opisa-ti situaciju s pomočju slovov;*On ne hoče **izsloviti** centralnu tajnu vnutri suda.*
9617;izslušańje;oficialna prěvєrka reči graždanina vnutri suda, proces;***Izslušańje** vsetkyh gosťev počne se zavtra rano.*
9618;izslušati;totalno sėvrseno slusa-ti cėly tekst, reč ili muziku;*Načalnik hoče **izslušati** tvoj novi finansovy rєport.*
9619;izslušivati;pomalem i regularno slusa-ti vsetky vprose i poruke;*Komisija počne **izslušivati** každe civilno mněnije сегодня.*
9620;izsmějati;gromko i nečesno dělati zly smijeh nad člověkom, uvredi-ti;*Bandity hoteli **izsmějati** mladogo hlopca na dvorě.*
9621;izsmějivańje;процес plahogo i zlogo smijeha nad moralnož česťož inogo;***Izsmějivańje** učenika v školě stvorilo tjažku histeriju.*
9622;izsmějivati;pomalem i regularno dělati zly smijeh protivu vseh;*Ně-v-dělo **izsmějivati** staryh i bolnyh graždanov.*
9623;izsměška;zly i plahy smijeh-vyraz, ktery gubi česť člověка;*Njegova gorka **izsměška** prěby-lěpo uvredi-la mladu dceru.*
9624;izsměšnik;неčesny človek ktery vsegda děla zly smijeh nad drugymi;*Tyn **izsměšnik** opet rěče prazdne i lžive slova v dnju.*
9625;izsměvka;alternativny termin za zly smijeh, nespravedliv_y vyraz;*Ova **izsměvka** stvorila prěby-plahu atmosferu v komorě.*
9626;izsmrkati sę;totalno sėvrseno očistiti svoj nos pr|ěz nos-vlagu rukož;*Hlopec muža-l **izsmrkati sę** poslě dlygogo hlådnego bėgańja.*
9627;izsȯhnųti;totalno sėvrseno gubiti vsu vlagu pod gorkym solncem;*Mlada trava može **izsȯhnųti** bez prirodnoj vody-dožda.*
9628;izsȯsati;vza-ti vsu freshu židkosť do samogo dna s pomočju gųbov;*Maly parazit počne **izsȯsati** krv iznutri kože životnije.*
9629;izspati sę;totalno sėvrseno polučiti dlygy chrest-son, ubi-ti utrudneńje;*On hoče **izspati sę** vnutri toplej postelje pr|ěz cėlu noč.*
9630;iz-srěd;prijmėnik ktery znači dvižeńje strictly iz samogo centra mesta;*Mlada gospodica prěšla **iz-srěd** centralnoj ploščadi.*
9631;#izstava, izstavka;oficialna gradska izstava lěpyh kartinov i proektov;***Izstava** modernogo hųdožstva počne se v centralnom dvorcu.*
9632;izstava;sovokupnosť vsetkyh prědmetov kore suti stavi-lene za publiku;*Oni posětili centralnu **izstavu** gorskih mineralov.*
9633;izstaviti;totalno sėvrseno stavi-ti proekt prěd vsimi, opisyvati;*Ja hoču **izstaviti** svoj novi ishodny kod prěd direktorom.*
9634;izstavjati;pomalem i regularno stavi-ti lěpe kartine na stenu;***Hųdožnik** počne **izstavjati** vsetky svoji lěsne motive.*
9635;izstavjeńje;proces davanja vizuaľnosti proektu prěd komisijož firmi;***Izstavjeńje** vsetkyh cenov stvorilo prěby-mnogo vprosov.*
9636;izstrěl;bystry i gromky vystrěl iz vojskovogo orudija s pomočju plamena;*Oni esmo slyšali močny **izstrěl** iz gorske krěposti.*
9637;izstrěliti;totalno sėvrseno strěliti, poslati snariadd prěmo prěd sobož;*Soldat muža-l **izstrěliti** vsetky kule pr|ěz črnu stěnu.*
9638;izstųpati;pomalem i regularno vyhoditi naruž iznutri opredělenogo porjadka;*Mlade soldate počnut **izstųpati** iz centralnoj vojskovej linii.*
9639;izstųpati;pomalem i strictly regularno prěstupati zakone i moralna pravila;*Ně-v-dělo **izstųpati** protivu vsetkyh civilnyh graždanov.*
9640;izstųpiti;bystro i sėvrseno vyjd-ti naruž iznutri vojskovego porjadka;*On hoče **izstųpiti** prěd vsimi soldatami za česny prikaz.*
9641;#izstųpiti;totalno sėvrseno prěstupi-ti zakon, d dělati tjažky b błąd;*On muža-l **izstųpiti** protivu glåvnogo pravila centralnoj firmi.*
9642;izsunųti;bystro i s sėvrsenož sėlož prěne-sti prědmet naruž rukož;*On hoče **izsunųti** staru drěvenu škatulu iznutri kleti.*
9643;izsunųťje;proces bystreqo transporta prědmeta naruž iz stěsnjenogo mesta;***Izsunųťje** gvozdenogo orudija stvorilo gromky gȯlk na dvorě.*
9644;izsunųty;prědmet ktery stoji vizuaľno naruž, napravjeny iznutri;*On glědi na **izsunųty** kamenь ktery strit prěd stěnož.*
9645;izsušati;pomalem i regularno uničtožati vsu vlagu s pomočju peči;*Kmetovi počnut **izsušati** vsetky freshe lěsne gribě.*
9646;izsušiti;totalno sėvrseno dělati prědmet suhym, ubi-ti vsu vlagu;*Treba **izsušiti** cėlu vlajnu odeždu prěd gorkym ogńom.*
9647;izsuvati;pomalem i regularno dviže-ti tjažke doske naruž iz zgrade;*Rabotnici počnut **izsuvati** vųglje iznutri gorske jaskyně.*
9648;izsyhati;pomalem gubiti freshu vodu, dělati se totalno suhym pod solncem;*Mala rěka počne **izsyhati** prěz gorko lětno vrěmє.*
9649;izsylańje;proces oficialnogo prєnosa i poslańja vsetkyh bumagov naruž;***Izsylańje** novyh zakonskyh rєportov počne se zavtra rano.*
9650;izsylati;pomalem i strictly regularno poslati pisma i fin-dokumente;*Glåvnik regularно **izsyla** vsi nove kluče do direktora.*
9651;izsypati;totalno sėvrseno prěvratiti rědky material iz s_uda na zěmju;*On hoče **izsypati** vsetek gruby pěsȯk prěd vhodom doma.*
9652;izsysati;pomalem vza-ti vsu židkosť-krv iznutri těl-a, izsȯsati;*Mali paraziti počnut **izsysati** energiju iz lěsnyh zvєrov.*
9653;izšiti;totalno sėvrseno sdělati odeždu s pomočju igle i niti;*Baka hoče **izšiti** lěpu novu suknju za mladu dceru.*
9654;izšivati;pomalem i regularno šiti mešane ukras-liniži na tkanině;*Mlade gospodiče počnut **izšivati** prekråsne sělsky motive.*
9555;izškoliti;totalno sėvrseno naučiti človeка vsetkyм važnym djenjaм;*Institut hoče **izškoliti** novogo profesionalnogo lěkara.*
9656;iztęg;tehnična dlygosť-lenta kora se lěpo gnje, rást linii;***Iztęg** gvozdenej vrvje pomogal nam vyvući tjažku trubu.*
9657;iztęgati;pomalem i regularno mėnjati dlygosť materiala s pomočju sily;*Rabotnici počnut **iztęgati** vsetky nove elastične gumy.*
9658;iztęgnųti;bystro i strictly strictly sėvrseno dělati liniju bolě dlygož;*On muža-l **iztęgnųti** svoj bolny hrėbět posle rabori.*
9659;iztěkati;pomalem i regularno prěhoditi naruž, tyče se rěčnej židkosti;*Freshа voda počne **iztěkati** iznutri gorske jaskyně.*
9660;iztěkati;pomalem gubiti zakonsku moč, tyče se kalendarnogo časa;*Vremє finansovogo dogovora počne **iztěkati** ovor měsec.*
9661;iztekti;bystro i totalno sėvrseno vyjd-ti naruž, vy-teći pr|ěz rupa-mesto;*Vsa židkosť muža-l **iztekti** iznutri uničtožanoj fljaške.*
9662;iztekti;totalno potєrjati zakonsku moč, kalendarno končati se do konца;*Rok za prěd d-anje vsetkyh test-bumagov uže muža-l **iztekti**.*
9663;iztirati;pomalem i regularno uničtožati povrhnosť s pomočju gųbky;*Ona počne **iztirati** vsetky crne błądy s běloj dosky.*
9664;iztkati;totalno sėvrseno stvoriti lěpu tkaninu iz gologo niti;*Baka hoče **iztkati** prekråsny koročnevy tarel za cėlu komoru.*
9665;iztočna evropa;geografičny region kdě žive-jut mnoge slavańske narody;***Iztočna evropa** ima prěby-bogat_y i starodavny slavańsky govor.*
9666;iztočnik;prirodne podzemno město kdě freshа voda vyhodit na zěmju;***Iztočnik** rěke leži visoko vnutri velikih kamenih gorov.*
